name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
vanilla,vanilla,,,,,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.20173353583306847, 1.08]","[0.0, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21162056722729963, 0.009972536422404334, 1.1643894941297857]",null
vanilla,vanilla,,,,,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.20173353583306847, 1.08]","[0.0, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21162056722729963, 0.009972536422404334, 1.1643894941297857]",null
vanilla,vanilla,,,,,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.20173353583306847, 1.08]","[0.0, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21162056722729963, 0.009972536422404334, 1.1643894941297857]",null
vanilla,vanilla,,,,,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.20173353583306847, 1.08]","[0.0, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21162056722729963, 0.009972536422404334, 1.1643894941297857]",null
vanilla,vanilla,,,,,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.20173353583306847, 1.08]","[0.0, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21162056722729963, 0.009972536422404334, 1.1643894941297857]",null
h01cm_plusx,perturbation,0.01,1.0,x,1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.18682435662356162, 0.20173353583306847, 1.08]","[-0.18682435662356162, 0.20173353583306847, 1.08]","[0.010000000000000009, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21160301962565747, 0.009786912674867837, 1.1642898110910638]","[1.7547601642159405e-05, -0.00018562374753649732, -9.968303872187612e-05]"
h01cm_minusx,perturbation,0.01,1.0,x,-1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.20682435662356163, 0.20173353583306847, 1.08]","[-0.20682435662356163, 0.20173353583306847, 1.08]","[-0.010000000000000009, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21408083722685878, 0.009854044457803357, 1.1648655593515667]","[-0.002460269999559145, -0.0001184919646009773, 0.00047606522178100796]"
h01cm_plusy,perturbation,0.01,1.0,y,1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.21173353583306848, 1.08]","[-0.19682435662356162, 0.21173353583306848, 1.08]","[0.0, 0.010000000000000009, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21162056722729963, 0.009972536422404334, 1.1643894941297857]","[0.0, 0.0, 0.0]"
h01cm_minusy,perturbation,0.01,1.0,y,-1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.19173353583306846, 1.08]","[-0.19682435662356162, 0.19173353583306846, 1.08]","[0.0, -0.010000000000000009, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21408083722685878, 0.009854044457803357, 1.1648655593515667]","[-0.002460269999559145, -0.0001184919646009773, 0.00047606522178100796]"
h02cm_plusx,perturbation,0.02,2.0,x,1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.17682435662356163, 0.20173353583306847, 1.08]","[-0.17682435662356163, 0.20173353583306847, 1.08]","[0.01999999999999999, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21190668805800866, 0.00973759744082711, 1.1649265798562722]","[-0.00028612083070903016, -0.00023493898157722452, 0.0005370857264865858]"
