name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
vanilla,vanilla,,,,,True,,"[0.007128605032953369, 0.2982832159972166, 0.97]","[0.007128605032953369, 0.2982832159972166, 0.97]","[0.007128605032953369, 0.2982832159972166, 0.97]","[0.0, 0.0, 0.0]","[-0.2072277178007278, -0.018277695200415136, 1.1814243103671729]","[-0.2074675756326778, -0.015581561891998432, 1.1807745112780001]",null
vanilla,vanilla,,,,,True,,"[0.007128605032953369, 0.2982832159972166, 0.97]","[0.007128605032953369, 0.2982832159972166, 0.97]","[0.007128605032953369, 0.2982832159972166, 0.97]","[0.0, 0.0, 0.0]","[-0.2072277178007278, -0.018277695200415136, 1.1814243103671729]","[-0.2074675756326778, -0.015581561891998432, 1.1807745112780001]",null
vanilla,vanilla,,,,,True,,"[0.007128605032953369, 0.2982832159972166, 0.97]","[0.007128605032953369, 0.2982832159972166, 0.97]","[0.007128605032953369, 0.2982832159972166, 0.97]","[0.0, 0.0, 0.0]","[-0.2072277178007278, -0.018277695200415136, 1.1814243103671729]","[-0.2074675756326778, -0.015581561891998432, 1.1807745112780001]",null
vanilla,vanilla,,,,,True,,"[0.007128605032953369, 0.2982832159972166, 0.97]","[0.007128605032953369, 0.2982832159972166, 0.97]","[0.007128605032953369, 0.2982832159972166, 0.97]","[0.0, 0.0, 0.0]","[-0.2072277178007278, -0.018277695200415136, 1.1814243103671729]","[-0.2074675756326778, -0.015581561891998432, 1.1807745112780001]",null
vanilla,vanilla,,,,,True,,"[0.007128605032953369, 0.2982832159972166, 0.97]","[0.007128605032953369, 0.2982832159972166, 0.97]","[0.007128605032953369, 0.2982832159972166, 0.97]","[0.0, 0.0, 0.0]","[-0.2072277178007278, -0.018277695200415136, 1.1814243103671729]","[-0.2074675756326778, -0.015581561891998432, 1.1807745112780001]",null
h01cm_plusx,perturbation,0.01,1.0,x,1,True,,"[0.007128605032953369, 0.2982832159972166, 0.97]","[0.017128605032953367, 0.2982832159972166, 0.97]","[0.017128605032953367, 0.2982832159972166, 0.97]","[0.009999999999999998, 0.0, 0.0]","[-0.2072277178007278, -0.018277695200415136, 1.1814243103671729]","[-0.2074671297357917, -0.015392633206578651, 1.1805852346938255]","[4.4589688608098754e-07, 0.00018892868541978136, -0.00018927658417466908]"
h01cm_minusx,perturbation,0.01,1.0,x,-1,True,,"[0.007128605032953369, 0.2982832159972166, 0.97]","[-0.0028713949670466313, 0.2982832159972166, 0.97]","[-0.0028713949670466313, 0.2982832159972166, 0.97]","[-0.01, 0.0, 0.0]","[-0.2072277178007278, -0.018277695200415136, 1.1814243103671729]","[-0.20747004845493383, -0.015581538581486443, 1.1808516288755713]","[-2.4728222560443935e-06, 2.331051198942169e-08, 7.711759757111913e-05]"
h01cm_plusy,perturbation,0.01,1.0,y,1,True,,"[0.007128605032953369, 0.2982832159972166, 0.97]","[0.007128605032953369, 0.3082832159972166, 0.97]","[0.007128605032953369, 0.3082832159972166, 0.97]","[0.0, 0.010000000000000009, 0.0]","[-0.2072277178007278, -0.018277695200415136, 1.1814243103671729]","[-0.20669657923873994, -0.015593501544959506, 1.1814716066167719]","[0.0007709963939378506, -1.1939652961073105e-05, 0.0006970953387717138]"
h01cm_minusy,perturbation,0.01,1.0,y,-1,False,target_contact_with_movable:plate_1,"[0.007128605032953369, 0.2982832159972166, 0.97]","[0.007128605032953369, 0.28828321599721657, 0.97]","[0.007128605032953369, 0.28828321599721657, 0.97]","[0.0, -0.010000000000000009, 0.0]",null,null,null
h02cm_plusx,perturbation,0.02,2.0,x,1,False,target_contact_with_movable:plate_1,"[0.007128605032953369, 0.2982832159972166, 0.97]","[0.02712860503295337, 0.2982832159972166, 0.97]","[0.02712860503295337, 0.2982832159972166, 0.97]","[0.02, 0.0, 0.0]",null,null,null
