name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
vanilla,vanilla,,,,,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]",null
vanilla,vanilla,,,,,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]",null
vanilla,vanilla,,,,,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]",null
vanilla,vanilla,,,,,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]",null
vanilla,vanilla,,,,,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]",null
h01cm_plusx,perturbation,0.01,1.0,x,1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.10716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.10716075089569951, -0.24429713087044186, 0.034999999999999996]","[0.009999999999999995, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]","[0.0, 0.0, 0.0]"
h01cm_minusx,perturbation,0.01,1.0,x,-1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.1271607508956995, -0.24429713087044186, 0.034999999999999996]","[-0.1271607508956995, -0.24429713087044186, 0.034999999999999996]","[-0.009999999999999995, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]","[0.0, 0.0, 0.0]"
h01cm_plusy,perturbation,0.01,1.0,y,1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.23429713087044185, 0.034999999999999996]","[-0.11716075089569951, -0.23429713087044185, 0.034999999999999996]","[0.0, 0.010000000000000009, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]","[0.0, 0.0, 0.0]"
h01cm_minusy,perturbation,0.01,1.0,y,-1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.25429713087044187, 0.034999999999999996]","[-0.11716075089569951, -0.25429713087044187, 0.034999999999999996]","[0.0, -0.010000000000000009, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]","[0.0, 0.0, 0.0]"
h02cm_plusx,perturbation,0.02,2.0,x,1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.0971607508956995, -0.24429713087044186, 0.034999999999999996]","[-0.0971607508956995, -0.24429713087044186, 0.034999999999999996]","[0.020000000000000004, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]","[0.0, 0.0, 0.0]"
h02cm_minusx,perturbation,0.02,2.0,x,-1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.1371607508956995, -0.24429713087044186, 0.034999999999999996]","[-0.1371607508956995, -0.24429713087044186, 0.034999999999999996]","[-0.020000000000000004, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]","[0.0, 0.0, 0.0]"
h02cm_plusy,perturbation,0.02,2.0,y,1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.22429713087044187, 0.034999999999999996]","[-0.11716075089569951, -0.22429713087044187, 0.034999999999999996]","[0.0, 0.01999999999999999, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]","[0.0, 0.0, 0.0]"
h02cm_minusy,perturbation,0.02,2.0,y,-1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.2642971308704419, 0.034999999999999996]","[-0.11716075089569951, -0.2642971308704419, 0.034999999999999996]","[0.0, -0.020000000000000018, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15459461445046704, -0.013983113844912048, 0.25414759680579524]","[0.00015066069856453645, -4.367276948944593e-06, 0.00010824434847644948]"
h04cm_plusx,perturbation,0.04,4.0,x,1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.07716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.07716075089569951, -0.24429713087044186, 0.034999999999999996]","[0.039999999999999994, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]","[0.0, 0.0, 0.0]"
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.1571607508956995, -0.24429713087044186, 0.034999999999999996]","[-0.1571607508956995, -0.24429713087044186, 0.034999999999999996]","[-0.039999999999999994, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]","[0.0, 0.0, 0.0]"
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.20429713087044185, 0.034999999999999996]","[-0.11716075089569951, -0.20429713087044185, 0.034999999999999996]","[0.0, 0.04000000000000001, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]","[0.0, 0.0, 0.0]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.28429713087044184, 0.034999999999999996]","[-0.11716075089569951, -0.28429713087044184, 0.034999999999999996]","[0.0, -0.03999999999999998, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15459461445046704, -0.013983113844912048, 0.25414759680579524]","[0.00015066069856453645, -4.367276948944593e-06, 0.00010824434847644948]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.03716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.03716075089569951, -0.24429713087044186, 0.034999999999999996]","[0.08, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]","[0.0, 0.0, 0.0]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.1971607508956995, -0.24429713087044186, 0.034999999999999996]","[-0.1971607508956995, -0.24429713087044186, 0.034999999999999996]","[-0.08, 0.0, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15459461445046704, -0.013983113844912048, 0.25414759680579524]","[0.00015066069856453645, -4.367276948944593e-06, 0.00010824434847644948]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.16429713087044184, 0.034999999999999996]","[-0.11716075089569951, -0.16429713087044184, 0.034999999999999996]","[0.0, 0.08000000000000002, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15474527514903158, -0.013978746567963104, 0.2540393524573188]","[0.0, 0.0, 0.0]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[-0.11716075089569951, -0.24429713087044186, 0.034999999999999996]","[-0.11716075089569951, -0.3242971308704419, 0.034999999999999996]","[-0.11716075089569951, -0.3242971308704419, 0.034999999999999996]","[0.0, -0.08000000000000002, 0.0]","[-0.15637044335803707, -0.011496060176595936, 0.2534033585599692]","[-0.15459461445046704, -0.013983113844912048, 0.25414759680579524]","[0.00015066069856453645, -4.367276948944593e-06, 0.00010824434847644948]"
