name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
vanilla,vanilla,,,,,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.24000000000000002, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]",null
vanilla,vanilla,,,,,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.24000000000000002, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]",null
vanilla,vanilla,,,,,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.24000000000000002, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]",null
vanilla,vanilla,,,,,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.24000000000000002, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]",null
vanilla,vanilla,,,,,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.24000000000000002, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]",null
h01cm_plusx,perturbation,0.01,1.0,x,1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.11, -0.24000000000000002, 0.034999999999999996]","[-0.11, -0.24000000000000002, 0.034999999999999996]","[0.009999999999999995, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h01cm_minusx,perturbation,0.01,1.0,x,-1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.13, -0.24000000000000002, 0.034999999999999996]","[-0.13, -0.24000000000000002, 0.034999999999999996]","[-0.010000000000000009, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h01cm_plusy,perturbation,0.01,1.0,y,1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.23, 0.034999999999999996]","[-0.12, -0.23, 0.034999999999999996]","[0.0, 0.010000000000000009, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h01cm_minusy,perturbation,0.01,1.0,y,-1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.25, 0.034999999999999996]","[-0.12, -0.25, 0.034999999999999996]","[0.0, -0.009999999999999981, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h02cm_plusx,perturbation,0.02,2.0,x,1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.09999999999999999, -0.24000000000000002, 0.034999999999999996]","[-0.09999999999999999, -0.24000000000000002, 0.034999999999999996]","[0.020000000000000004, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068609263874725, -0.00808653757864287, 0.2542931667519382]","[1.1939609335653856e-06, -0.00012872251404845263, 7.466960743690576e-05]"
h02cm_minusx,perturbation,0.02,2.0,x,-1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.13999999999999999, -0.24000000000000002, 0.034999999999999996]","[-0.13999999999999999, -0.24000000000000002, 0.034999999999999996]","[-0.01999999999999999, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h02cm_plusy,perturbation,0.02,2.0,y,1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.22000000000000003, 0.034999999999999996]","[-0.12, -0.22000000000000003, 0.034999999999999996]","[0.0, 0.01999999999999999, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h02cm_minusy,perturbation,0.02,2.0,y,-1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.26, 0.034999999999999996]","[-0.12, -0.26, 0.034999999999999996]","[0.0, -0.01999999999999999, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
