name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
vanilla,vanilla,,,,,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.13139198629843865, 1.01]","[0.0, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21998482395453603, 0.01782041385076728, 1.1514273800885488]",null
vanilla,vanilla,,,,,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.13139198629843865, 1.01]","[0.0, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21998482395453603, 0.01782041385076728, 1.1514273800885488]",null
vanilla,vanilla,,,,,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.13139198629843865, 1.01]","[0.0, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21998482395453603, 0.01782041385076728, 1.1514273800885488]",null
vanilla,vanilla,,,,,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.13139198629843865, 1.01]","[0.0, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21998482395453603, 0.01782041385076728, 1.1514273800885488]",null
vanilla,vanilla,,,,,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.13139198629843865, 1.01]","[0.0, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21998482395453603, 0.01782041385076728, 1.1514273800885488]",null
h01cm_plusx,perturbation,0.01,1.0,x,1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2521465774637912, -0.13139198629843865, 1.01]","[-0.2521465774637912, -0.13139198629843865, 1.01]","[0.010000000000000009, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21750182081823233, 0.022228257745709523, 1.1533957697488837]","[0.002483003136303702, 0.004407843894942243, 0.001968389660334857]"
h01cm_minusx,perturbation,0.01,1.0,x,-1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.27214657746379123, -0.13139198629843865, 1.01]","[-0.27214657746379123, -0.13139198629843865, 1.01]","[-0.010000000000000009, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21749669421417903, 0.02194247701418675, 1.1533955389267951]","[0.0024881297403570035, 0.004122063163419471, 0.0019681588382463033]"
h01cm_plusy,perturbation,0.01,1.0,y,1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.12139198629843866, 1.01]","[-0.2621465774637912, -0.12139198629843866, 1.01]","[0.0, 0.009999999999999995, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.2199232656663518, 0.01762461988342199, 1.151154228645039]","[6.155828818421583e-05, -0.00019579396734529034, -0.0002731514435099225]"
h01cm_minusy,perturbation,0.01,1.0,y,-1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.14139198629843866, 1.01]","[-0.2621465774637912, -0.14139198629843866, 1.01]","[0.0, -0.010000000000000009, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.22008617640032968, 0.017528131263220625, 1.15131069911711]","[-0.00010135244579365099, -0.00029228258754665504, -0.00011668097143879841]"
h02cm_plusx,perturbation,0.02,2.0,x,1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.24214657746379123, -0.13139198629843865, 1.01]","[-0.24214657746379123, -0.13139198629843865, 1.01]","[0.01999999999999999, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21998482395453603, 0.01782041385076728, 1.1514273800885488]","[0.0, 0.0, 0.0]"
h02cm_minusx,perturbation,0.02,2.0,x,-1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.28214657746379124, -0.13139198629843865, 1.01]","[-0.28214657746379124, -0.13139198629843865, 1.01]","[-0.020000000000000018, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21749669421417903, 0.02194247701418675, 1.1533955389267951]","[0.0024881297403570035, 0.004122063163419471, 0.0019681588382463033]"
h02cm_plusy,perturbation,0.02,2.0,y,1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.11139198629843865, 1.01]","[-0.2621465774637912, -0.11139198629843865, 1.01]","[0.0, 0.020000000000000004, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.2199232656663518, 0.01762461988342199, 1.151154228645039]","[6.155828818421583e-05, -0.00019579396734529034, -0.0002731514435099225]"
h02cm_minusy,perturbation,0.02,2.0,y,-1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.15139198629843864, 1.01]","[-0.2621465774637912, -0.15139198629843864, 1.01]","[0.0, -0.01999999999999999, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.22007134606239287, 0.016362482723255696, 1.1531541599490176]","[-8.652210785684011e-05, -0.0014579311275115837, 0.0017267798604687634]"
h04cm_plusx,perturbation,0.04,4.0,x,1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2221465774637912, -0.13139198629843865, 1.01]","[-0.2221465774637912, -0.13139198629843865, 1.01]","[0.04000000000000001, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21998482395453603, 0.01782041385076728, 1.1514273800885488]","[0.0, 0.0, 0.0]"
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.3021465774637912, -0.13139198629843865, 1.01]","[-0.3021465774637912, -0.13139198629843865, 1.01]","[-0.03999999999999998, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21746298312790172, 0.021945278267184103, 1.154049078758535]","[0.002521840826634314, 0.0041248644164168236, 0.0026216986699860723]"
