name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
vanilla,vanilla,,,,,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.023905893540960326, 1.08]","[0.0, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.19998248793458498, -0.007991010469488097, 1.1758339406831995]",null
vanilla,vanilla,,,,,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.023905893540960326, 1.08]","[0.0, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.19998248793458498, -0.007991010469488097, 1.1758339406831995]",null
vanilla,vanilla,,,,,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.023905893540960326, 1.08]","[0.0, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.19998248793458498, -0.007991010469488097, 1.1758339406831995]",null
vanilla,vanilla,,,,,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.023905893540960326, 1.08]","[0.0, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.19998248793458498, -0.007991010469488097, 1.1758339406831995]",null
vanilla,vanilla,,,,,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.023905893540960326, 1.08]","[0.0, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.19998248793458498, -0.007991010469488097, 1.1758339406831995]",null
h01cm_plusx,perturbation,0.01,1.0,x,1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.07784034305025467, 0.023905893540960326, 1.08]","[0.07784034305025467, 0.023905893540960326, 1.08]","[0.009999999999999995, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.19998240960008656, -0.008179164347024709, 1.17564754297807]","[7.833449841565532e-08, -0.00018815387753661102, -0.00018639770512951515]"
h01cm_minusx,perturbation,0.01,1.0,x,-1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.05784034305025467, 0.023905893540960326, 1.08]","[0.05784034305025467, 0.023905893540960326, 1.08]","[-0.010000000000000002, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.2012122586757968, -0.006763392831305767, 1.1756961348617987]","[-0.001229770741211833, 0.0012276176381823302, -0.00013780582140077158]"
h01cm_plusy,perturbation,0.01,1.0,y,1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.033905893540960325, 1.08]","[0.06784034305025467, 0.033905893540960325, 1.08]","[0.0, 0.009999999999999998, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.2004502195807974, -0.007541192457821086, 1.175606412077002]","[-0.0004677316462124159, 0.0004498180116670114, -0.00022752860619745796]"
h01cm_minusy,perturbation,0.01,1.0,y,-1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.013905893540960326, 1.08]","[0.06784034305025467, 0.013905893540960326, 1.08]","[0.0, -0.01, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.2012122586757968, -0.006763392831305767, 1.1756961348617987]","[-0.001229770741211833, 0.0012276176381823302, -0.00013780582140077158]"
h02cm_plusx,perturbation,0.02,2.0,x,1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.08784034305025468, 0.023905893540960326, 1.08]","[0.08784034305025468, 0.023905893540960326, 1.08]","[0.020000000000000004, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.19998986679289735, -0.007862094604236293, 1.1750521014280584]","[-7.378858312367953e-06, 0.0001289158652518045, -0.0007818392551410813]"
