name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
vanilla,vanilla,,,,,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.014998007260810334, 0.97]","[0.0, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20653244673949694, -0.004817354974044801, 1.189052942801593]",null
vanilla,vanilla,,,,,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.014998007260810334, 0.97]","[0.0, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20653244673949694, -0.004817354974044801, 1.189052942801593]",null
vanilla,vanilla,,,,,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.014998007260810334, 0.97]","[0.0, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20653244673949694, -0.004817354974044801, 1.189052942801593]",null
vanilla,vanilla,,,,,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.014998007260810334, 0.97]","[0.0, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20653244673949694, -0.004817354974044801, 1.189052942801593]",null
vanilla,vanilla,,,,,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.014998007260810334, 0.97]","[0.0, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20653244673949694, -0.004817354974044801, 1.189052942801593]",null
h01cm_plusx,perturbation,0.01,1.0,x,1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.06500000000000002, 0.014998007260810334, 0.97]","[-0.06500000000000002, 0.014998007260810334, 0.97]","[0.009999999999999995, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20653244673949694, -0.004817354974044801, 1.189052942801593]","[0.0, 0.0, 0.0]"
h01cm_minusx,perturbation,0.01,1.0,x,-1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.085, 0.014998007260810334, 0.97]","[-0.085, 0.014998007260810334, 0.97]","[-0.009999999999999995, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.2065914105152415, -0.004800845323276441, 1.188993768511569]","[-5.896377574454714e-05, 1.6509650768359828e-05, -5.917429002399999e-05]"
h01cm_plusy,perturbation,0.01,1.0,y,1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.024998007260810334, 0.97]","[-0.07500000000000001, 0.024998007260810334, 0.97]","[0.0, 0.01, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20653244673949694, -0.004817354974044801, 1.189052942801593]","[0.0, 0.0, 0.0]"
h01cm_minusy,perturbation,0.01,1.0,y,-1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.004998007260810334, 0.97]","[-0.07500000000000001, 0.004998007260810334, 0.97]","[0.0, -0.01, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20686959367794108, -0.004937746049025438, 1.1887618545782945]","[-0.00033714693844413834, -0.00012039107498063722, -0.0002910882232984857]"
h02cm_plusx,perturbation,0.02,2.0,x,1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.05500000000000001, 0.014998007260810334, 0.97]","[-0.05500000000000001, 0.014998007260810334, 0.97]","[0.020000000000000004, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20689811537725658, -0.004731322477884335, 1.1887319114157926]","[-0.0003656686377596363, 8.603249616046579e-05, -0.0003210313858004188]"
h02cm_minusx,perturbation,0.02,2.0,x,-1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.09500000000000001, 0.014998007260810334, 0.97]","[-0.09500000000000001, 0.014998007260810334, 0.97]","[-0.020000000000000004, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.2065914105152415, -0.004800845323276441, 1.188993768511569]","[-5.896377574454714e-05, 1.6509650768359828e-05, -5.917429002399999e-05]"
h02cm_plusy,perturbation,0.02,2.0,y,1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.034998007260810336, 0.97]","[-0.07500000000000001, 0.034998007260810336, 0.97]","[0.0, 0.020000000000000004, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20653244673949694, -0.004817354974044801, 1.189052942801593]","[0.0, 0.0, 0.0]"
h02cm_minusy,perturbation,0.02,2.0,y,-1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, -0.005001992739189666, 0.97]","[-0.07500000000000001, -0.005001992739189666, 0.97]","[0.0, -0.02, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20686959367794108, -0.004937746049025438, 1.1887618545782945]","[-0.00033714693844413834, -0.00012039107498063722, -0.0002910882232984857]"
h04cm_plusx,perturbation,0.04,4.0,x,1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.03500000000000001, 0.014998007260810334, 0.97]","[-0.03500000000000001, 0.014998007260810334, 0.97]","[0.04, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.2065914105152415, -0.004800845323276441, 1.188993768511569]","[-5.896377574454714e-05, 1.6509650768359828e-05, -5.917429002399999e-05]"
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.11500000000000002, 0.014998007260810334, 0.97]","[-0.11500000000000002, 0.014998007260810334, 0.97]","[-0.04000000000000001, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.2068196642910166, -0.004133176860214296, 1.1882847438287527]","[-0.00028721755151966955, 0.0006841781138305046, -0.000768198972840306]"
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.05499800726081033, 0.97]","[-0.07500000000000001, 0.05499800726081033, 0.97]","[0.0, 0.04, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20702228622423188, -0.004229927291168577, 1.1883622563846317]","[-0.0004898394847349385, 0.0005874276828762241, -0.0006906864169613502]"
