name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
vanilla,vanilla,,,,,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.1, 0.034999999999999996]","[0.05, -0.1, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477808637555844, 0.0054301606394509825, 0.2605560787229141]",null
vanilla,vanilla,,,,,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.1, 0.034999999999999996]","[0.05, -0.1, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477808637555844, 0.0054301606394509825, 0.2605560787229141]",null
vanilla,vanilla,,,,,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.1, 0.034999999999999996]","[0.05, -0.1, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477808637555844, 0.0054301606394509825, 0.2605560787229141]",null
vanilla,vanilla,,,,,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.1, 0.034999999999999996]","[0.05, -0.1, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477808637555844, 0.0054301606394509825, 0.2605560787229141]",null
vanilla,vanilla,,,,,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.1, 0.034999999999999996]","[0.05, -0.1, 0.034999999999999996]","[0.0, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477808637555844, 0.0054301606394509825, 0.2605560787229141]",null
h01cm_plusx,perturbation,0.01,1.0,x,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.060000000000000005, -0.1, 0.034999999999999996]","[0.060000000000000005, -0.1, 0.034999999999999996]","[0.010000000000000002, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477808637555844, 0.0054301606394509825, 0.2605560787229141]","[0.0, 0.0, 0.0]"
h01cm_minusx,perturbation,0.01,1.0,x,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.04, -0.1, 0.034999999999999996]","[0.04, -0.1, 0.034999999999999996]","[-0.010000000000000002, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477899861112828, 0.005430006296790208, 0.26062684314984946]","[-9.122355698387707e-06, -1.543426607743606e-07, 7.076442693537688e-05]"
h01cm_plusy,perturbation,0.01,1.0,y,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.09000000000000001, 0.034999999999999996]","[0.05, -0.09000000000000001, 0.034999999999999996]","[0.0, 0.009999999999999995, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477808637555844, 0.0054301606394509825, 0.2605560787229141]","[0.0, 0.0, 0.0]"
h01cm_minusy,perturbation,0.01,1.0,y,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.11, 0.034999999999999996]","[0.05, -0.11, 0.034999999999999996]","[0.0, -0.009999999999999995, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477899861112828, 0.005430006296790208, 0.26062684314984946]","[-9.122355698387707e-06, -1.543426607743606e-07, 7.076442693537688e-05]"
h02cm_plusx,perturbation,0.02,2.0,x,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.07, -0.1, 0.034999999999999996]","[0.07, -0.1, 0.034999999999999996]","[0.020000000000000004, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477808637555844, 0.0054301606394509825, 0.2605560787229141]","[0.0, 0.0, 0.0]"
h02cm_minusx,perturbation,0.02,2.0,x,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.030000000000000002, -0.1, 0.034999999999999996]","[0.030000000000000002, -0.1, 0.034999999999999996]","[-0.02, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477899861112828, 0.005430006296790208, 0.26062684314984946]","[-9.122355698387707e-06, -1.543426607743606e-07, 7.076442693537688e-05]"
h02cm_plusy,perturbation,0.02,2.0,y,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.08, 0.034999999999999996]","[0.05, -0.08, 0.034999999999999996]","[0.0, 0.020000000000000004, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.14778086188799805, 0.0054300746235879885, 0.26055607820544807]","[1.867586363335505e-09, -8.601586299391423e-08, -5.174660144824372e-10]"
h02cm_minusy,perturbation,0.02,2.0,y,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.12000000000000001, 0.034999999999999996]","[0.05, -0.12000000000000001, 0.034999999999999996]","[0.0, -0.020000000000000004, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477899861112828, 0.005430006296790208, 0.26062684314984946]","[-9.122355698387707e-06, -1.543426607743606e-07, 7.076442693537688e-05]"
h04cm_plusx,perturbation,0.04,4.0,x,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.09, -0.1, 0.034999999999999996]","[0.09, -0.1, 0.034999999999999996]","[0.039999999999999994, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477808637555844, 0.0054301606394509825, 0.2605560787229141]","[0.0, 0.0, 0.0]"
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.010000000000000002, -0.1, 0.034999999999999996]","[0.010000000000000002, -0.1, 0.034999999999999996]","[-0.04, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.14784212930425578, 0.00542941701405217, 0.2605786386090065]","[-6.126554867136313e-05, -7.436253988126959e-07, 2.255988609239923e-05]"
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.060000000000000005, 0.034999999999999996]","[0.05, -0.060000000000000005, 0.034999999999999996]","[0.0, 0.04, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.14778086188799805, 0.0054300746235879885, 0.26055607820544807]","[1.867586363335505e-09, -8.601586299391423e-08, -5.174660144824372e-10]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.14, 0.034999999999999996]","[0.05, -0.14, 0.034999999999999996]","[0.0, -0.04000000000000001, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477899861112828, 0.005430006296790208, 0.26062684314984946]","[-9.122355698387707e-06, -1.543426607743606e-07, 7.076442693537688e-05]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.13, -0.1, 0.034999999999999996]","[0.13, -0.1, 0.034999999999999996]","[0.08, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477899861112828, 0.005430006296790208, 0.26062684314984946]","[-9.122355698387707e-06, -1.543426607743606e-07, 7.076442693537688e-05]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[-0.03, -0.1, 0.034999999999999996]","[-0.03, -0.1, 0.034999999999999996]","[-0.08, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.14784212930425578, 0.00542941701405217, 0.2605786386090065]","[-6.126554867136313e-05, -7.436253988126959e-07, 2.255988609239923e-05]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.020000000000000004, 0.034999999999999996]","[0.05, -0.020000000000000004, 0.034999999999999996]","[0.0, 0.08, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.14778086188799805, 0.0054300746235879885, 0.26055607820544807]","[1.867586363335505e-09, -8.601586299391423e-08, -5.174660144824372e-10]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,False,target_contact_with_movable:cream_cheese_1,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.18, 0.034999999999999996]","[0.05, -0.18, 0.034999999999999996]","[0.0, -0.07999999999999999, 0.0]",null,null,null
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.21000000000000002, -0.1, 0.034999999999999996]","[0.21000000000000002, -0.1, 0.034999999999999996]","[0.16000000000000003, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477899861112828, 0.005430006296790208, 0.26062684314984946]","[-9.122355698387707e-06, -1.543426607743606e-07, 7.076442693537688e-05]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[-0.11, -0.1, 0.034999999999999996]","[-0.11, -0.1, 0.034999999999999996]","[-0.16, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477899861112828, 0.005430006296790208, 0.26062684314984946]","[-9.122355698387707e-06, -1.543426607743606e-07, 7.076442693537688e-05]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, 0.06, 0.034999999999999996]","[0.05, 0.06, 0.034999999999999996]","[0.0, 0.16, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.14722855689544556, 0.005430123326851719, 0.2605543631161778]","[0.0005523068601388514, -3.731259926378905e-08, -1.7156067362855687e-06]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.26, 0.034999999999999996]","[0.05, -0.26, 0.034999999999999996]","[0.0, -0.16, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477899861112828, 0.005430006296790208, 0.26062684314984946]","[-9.122355698387707e-06, -1.543426607743606e-07, 7.076442693537688e-05]"
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.37, -0.1, 0.034999999999999996]","[0.37, -0.1, 0.034999999999999996]","[0.32, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477899861112828, 0.005430006296790208, 0.26062684314984946]","[-9.122355698387707e-06, -1.543426607743606e-07, 7.076442693537688e-05]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[-0.27, -0.1, 0.034999999999999996]","[-0.27, -0.1, 0.034999999999999996]","[-0.32, 0.0, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.14778086188799805, 0.0054300746235879885, 0.26055607820544807]","[1.867586363335505e-09, -8.601586299391423e-08, -5.174660144824372e-10]"
h32cm_plusy,perturbation,0.32,32.0,y,1,False,target_contact_with_movable:basket_1,"[0.05, -0.1, 0.034999999999999996]","[0.05, 0.22, 0.034999999999999996]","[0.05, 0.22, 0.034999999999999996]","[0.0, 0.32, 0.0]",null,null,null
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.42000000000000004, 0.034999999999999996]","[0.05, -0.42000000000000004, 0.034999999999999996]","[0.0, -0.32000000000000006, 0.0]","[-0.1478703524647578, 0.00643745821015187, 0.2604545982107929]","[-0.1477899861112828, 0.005430006296790208, 0.26062684314984946]","[-9.122355698387707e-06, -1.543426607743606e-07, 7.076442693537688e-05]"
